trade_id,isin,security_name,quantity,price,trade_date,settlement_date,settlement_cycle,counterparty_id,counterparty_type,exchange,buy_sell,currency,source_system,segment
TRD-00500,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,350,764.1174,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00501,INE361B01024,CANARA BANK,110,116.2141,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00502,INE154A01025,ITC,5,440.1174,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00503,INE092T01019,ZOMATO,160,255.0804,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00504,INE00IN01015,PAYTM (ONE97),2500,470.1985,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00505,INE002A01018,RELIANCE INDUSTRIES,17,2878.6869,2026-06-16,2026-06-17,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00506,INE726G01019,TRENT,4000,5928.0683,2026-06-16,2026-06-17,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00507,INE148O01018,EID PARRY (INDIA),350,650.7110,2026-06-16,2026-06-17,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00508,INE483S01020,LATENT VIEW ANALYTICS,13,498.5455,2026-06-16,2026-06-17,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00509,INE216A01030,BHARAT ELECTRONICS,900,305.4137,2026-06-16,2026-06-16,T0,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00510,INE238A01034,AXIS BANK,3000,1105.5319,2026-06-16,2026-06-17,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00511,INE160A01022,NESTLE INDIA,40,2424.3443,2026-06-16,2026-06-17,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00512,INE669E01016,BHARTI AIRTEL,1800,1654.3843,2026-06-16,2026-06-16,T0,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00513,INE259A01022,GODREJ CONSUMER PRODUCTS,25,1294.3337,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00514,INE090A01021,ICICI BANK,100,1156.4184,2026-06-16,2026-06-17,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00515,INE761H01022,AFFLE (INDIA),6,1178.0583,2026-06-16,2026-06-17,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00516,INE018A01030,LARSEN & TOUBRO,20,3425.9090,2026-06-16,2026-06-16,T0,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00517,INE090A01021,ICICI BANK,2600,1249.6336,2026-06-16,2026-06-17,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00518,INE528G01035,SHRIRAM FINANCE,1200,2737.1507,2026-06-16,2026-06-17,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00519,INE148O01018,EID PARRY (INDIA),6500,724.7379,2026-06-16,2026-06-17,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00520,INE092T01019,ZOMATO,550,257.3508,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00521,INE00IN01015,PAYTM (ONE97),3800,428.3630,2026-06-16,2026-06-17,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00522,INE361B01024,CANARA BANK,2000,100.9299,2026-06-16,2026-06-17,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00523,INE628A01036,ULTRATECH CEMENT,1700,10196.3475,2026-06-16,2026-06-17,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00524,INE101A01026,KOTAK MAHINDRA BANK,90,1936.2792,2026-06-16,2026-06-16,T0,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00525,INE726G01019,TRENT,70,5599.1995,2026-06-16,2026-06-17,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00526,INE528G01035,SHRIRAM FINANCE,175,2692.2292,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00527,INE176A01028,BAJAJ FINANCE,10000,6804.6366,2026-06-16,2026-06-16,T0,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00528,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,1600,805.7370,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00529,INE238A01034,AXIS BANK,1600,1162.5254,2026-06-16,2026-06-16,T0,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00530,INE483S01020,LATENT VIEW ANALYTICS,9000,423.9075,2026-06-16,2026-06-17,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00531,INE550C01020,TV TODAY NETWORK,2000,221.8947,2026-06-16,2026-06-17,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00532,INE104S01021,UJJIVAN SFB,7,43.3120,2026-06-16,2026-06-17,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00533,INE216A01030,BHARAT ELECTRONICS,225,308.2807,2026-06-16,2026-06-16,T0,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00534,INE216A01030,BHARAT ELECTRONICS,2400,301.9047,2026-06-16,2026-06-17,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00535,INE021A01026,ASIAN PAINTS,45,3041.2263,2026-06-17,2026-06-18,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00536,INE259A01022,GODREJ CONSUMER PRODUCTS,500,1235.3215,2026-06-17,2026-06-17,T0,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00537,INE059B01024,RAIN INDUSTRIES,450,145.2962,2026-06-17,2026-06-18,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00538,INE140A01024,BANK OF BARODA,225,251.4443,2026-06-17,2026-06-18,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00539,INE528G01035,SHRIRAM FINANCE,600,2406.9424,2026-06-17,2026-06-17,T0,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00540,INE550C01020,TV TODAY NETWORK,100,201.3065,2026-06-17,2026-06-18,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00541,INE361B01024,CANARA BANK,750,109.5294,2026-06-17,2026-06-18,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00542,INE059B01024,RAIN INDUSTRIES,600,123.5600,2026-06-17,2026-06-18,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00543,INE129A01019,GAIL (INDIA),1800,206.0692,2026-06-17,2026-06-18,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00544,INE03VK01010,CARTRADE TECH,1200,573.9052,2026-06-17,2026-06-18,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00545,INE917I01010,AVENUE SUPERMARTS (DMART),35,3683.4552,2026-06-17,2026-06-17,T0,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00546,INE154A01025,ITC,3400,468.2498,2026-06-17,2026-06-18,T1,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00547,INE883A01011,FINOLEX CABLES,200,960.6390,2026-06-17,2026-06-18,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00548,INE030A01027,HINDUSTAN UNILEVER,2,2549.0647,2026-06-17,2026-06-18,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00549,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,900,742.2783,2026-06-17,2026-06-18,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00550,INE483S01020,LATENT VIEW ANALYTICS,1600,484.7602,2026-06-17,2026-06-18,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00551,INE795G01014,POWER GRID CORPORATION,50,290.0046,2026-06-17,2026-06-18,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00552,INE101A01026,KOTAK MAHINDRA BANK,8000,1809.9221,2026-06-17,2026-06-18,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00553,INE101A01026,KOTAK MAHINDRA BANK,700,1832.3472,2026-06-17,2026-06-18,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00554,INE140A01024,BANK OF BARODA,1600,241.8341,2026-06-17,2026-06-17,T0,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00555,INE047A01021,TITAN COMPANY,1400,3441.3928,2026-06-17,2026-06-18,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00556,INE101A01026,KOTAK MAHINDRA BANK,4500,1890.0945,2026-06-17,2026-06-17,T0,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00557,INE129A01019,GAIL (INDIA),40,184.8740,2026-06-17,2026-06-17,T0,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00558,INE397D01024,BHARAT FORGE,16,1193.4376,2026-06-17,2026-06-17,T0,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00559,INE104S01021,UJJIVAN SFB,300,49.8096,2026-06-17,2026-06-18,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00560,INE238A01034,AXIS BANK,70,1184.3548,2026-06-17,2026-06-17,T0,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00561,INE002A01018,RELIANCE INDUSTRIES,3000,2824.1487,2026-06-17,2026-06-18,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00562,INE148I01020,POLICYBAZAAR (PB FINTECH),400,1716.7369,2026-06-17,2026-06-18,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00563,INE669E01016,BHARTI AIRTEL,800,1658.5484,2026-06-17,2026-06-18,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00564,INE040A01034,HDFC BANK,2200,1603.3149,2026-06-17,2026-06-18,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00565,INE062A01020,STATE BANK OF INDIA,19,850.5128,2026-06-17,2026-06-18,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00566,INE669E01016,BHARTI AIRTEL,2,1610.4380,2026-06-17,2026-06-17,T0,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00567,INE00IN01015,PAYTM (ONE97),4000,411.6740,2026-06-17,2026-06-18,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00568,INE883A01011,FINOLEX CABLES,25,953.3875,2026-06-17,2026-06-18,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00569,INE030A01027,HINDUSTAN UNILEVER,9000,2438.4144,2026-06-17,2026-06-18,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00570,INE00WK01013,ROUTE MOBILE,1100,1483.1006,2026-06-17,2026-06-18,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00571,INE148O01018,EID PARRY (INDIA),85,670.1533,2026-06-17,2026-06-18,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00572,INE160A01022,NESTLE INDIA,10,2385.9204,2026-06-17,2026-06-18,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00573,INE047A01021,TITAN COMPANY,425,3373.2897,2026-06-17,2026-06-18,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00574,INE761H01022,AFFLE (INDIA),1400,1178.1808,2026-06-17,2026-06-18,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00575,INE483S01020,LATENT VIEW ANALYTICS,5,441.4367,2026-06-17,2026-06-18,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00576,INE585B01010,MARUTI SUZUKI,3200,12536.1499,2026-06-17,2026-06-17,T0,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00577,INE040A01034,HDFC BANK,7,1744.2649,2026-06-17,2026-06-17,T0,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00578,INE059B01024,RAIN INDUSTRIES,2400,155.7412,2026-06-17,2026-06-18,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00579,INE761H01022,AFFLE (INDIA),3,1216.8913,2026-06-17,2026-06-18,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00580,INE483S01020,LATENT VIEW ANALYTICS,40,483.7993,2026-06-17,2026-06-18,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00581,INE483S01020,LATENT VIEW ANALYTICS,180,509.9033,2026-06-17,2026-06-18,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00582,INE585B01010,MARUTI SUZUKI,30,12909.4462,2026-06-17,2026-06-18,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00583,INE124N01016,ANGEL ONE,180,2599.2168,2026-06-17,2026-06-18,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00584,INE129A01019,GAIL (INDIA),2200,196.2945,2026-06-17,2026-06-18,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00585,INE019A01038,WIPRO,1500,471.3250,2026-06-17,2026-06-18,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00586,INE917I01010,AVENUE SUPERMARTS (DMART),17,3667.5429,2026-06-17,2026-06-17,T0,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00587,INE795G01014,POWER GRID CORPORATION,9,335.9556,2026-06-17,2026-06-17,T0,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00588,INE00WK01013,ROUTE MOBILE,10,1415.0925,2026-06-17,2026-06-18,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00589,INE160A01022,NESTLE INDIA,225,2443.3223,2026-06-17,2026-06-18,T1,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00590,INE140A01024,BANK OF BARODA,3000,251.9724,2026-06-17,2026-06-18,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00591,INE148O01018,EID PARRY (INDIA),19,699.6010,2026-06-18,2026-06-19,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00592,INE361B01024,CANARA BANK,400,102.0100,2026-06-18,2026-06-19,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00593,INE00IN01015,PAYTM (ONE97),125,385.0520,2026-06-18,2026-06-19,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00594,INE044A01036,DABUR INDIA,1000,550.5751,2026-06-18,2026-06-18,T0,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00595,INE00WK01013,ROUTE MOBILE,1800,1321.2697,2026-06-18,2026-06-19,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00596,INE361B01024,CANARA BANK,400,104.0923,2026-06-18,2026-06-19,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00597,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,75,1316.5643,2026-06-18,2026-06-19,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00598,INE550C01020,TV TODAY NETWORK,70,205.4124,2026-06-18,2026-06-19,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00599,INE129A01019,GAIL (INDIA),300,209.5678,2026-06-18,2026-06-19,T1,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00600,INE761H01022,AFFLE (INDIA),1000,1234.8426,2026-06-18,2026-06-19,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00601,INE550C01020,TV TODAY NETWORK,30,186.7423,2026-06-18,2026-06-19,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00602,INE761H01022,AFFLE (INDIA),50,1118.6543,2026-06-18,2026-06-19,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00603,INE397D01024,BHARAT FORGE,175,1259.2848,2026-06-18,2026-06-18,T0,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00604,INE259A01022,GODREJ CONSUMER PRODUCTS,300,1212.0220,2026-06-18,2026-06-19,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00605,INE883A01011,FINOLEX CABLES,1800,949.4472,2026-06-18,2026-06-19,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00606,INE585B01010,MARUTI SUZUKI,325,12511.9565,2026-06-18,2026-06-19,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00607,INE545U01014,NAZARA TECHNOLOGIES,70,835.1106,2026-06-18,2026-06-19,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00608,INE121A01024,CHOLAMANDALAM INVESTMENT,1600,1428.6800,2026-06-18,2026-06-18,T0,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00609,INE726G01019,TRENT,425,5420.7026,2026-06-18,2026-06-19,T1,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00610,INE160A01022,NESTLE INDIA,400,2245.5125,2026-06-18,2026-06-19,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00611,INE030A01027,HINDUSTAN UNILEVER,1600,2521.8696,2026-06-18,2026-06-19,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00612,INE148O01018,EID PARRY (INDIA),9000,667.1304,2026-06-18,2026-06-19,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00613,INE00IN01015,PAYTM (ONE97),850,470.9563,2026-06-18,2026-06-19,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00614,INE176A01028,BAJAJ FINANCE,110,7387.6658,2026-06-18,2026-06-19,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00615,INE467B01029,TATA CONSULTANCY SERVICES,2000,3599.3520,2026-06-18,2026-06-19,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00616,INE361B01024,CANARA BANK,20,109.1898,2026-06-18,2026-06-18,T0,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00617,INE726G01019,TRENT,170,5876.9106,2026-06-18,2026-06-19,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00618,INE883A01011,FINOLEX CABLES,3200,921.0770,2026-06-18,2026-06-19,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00619,INE238A01034,AXIS BANK,75,1076.5617,2026-06-18,2026-06-18,T0,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00620,INE545U01014,NAZARA TECHNOLOGIES,4000,822.6845,2026-06-18,2026-06-19,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00621,INE528G01035,SHRIRAM FINANCE,17,2438.2607,2026-06-18,2026-06-19,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00622,INE047A01021,TITAN COMPANY,3400,3406.0639,2026-06-18,2026-06-19,T1,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00623,INE101A01026,KOTAK MAHINDRA BANK,750,1783.2973,2026-06-18,2026-06-19,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00624,INE040A01034,HDFC BANK,85,1624.8977,2026-06-18,2026-06-19,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00625,INE00IN01015,PAYTM (ONE97),2200,425.0886,2026-06-18,2026-06-19,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00626,INE03VK01010,CARTRADE TECH,1500,582.5107,2026-06-18,2026-06-19,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00627,INE917I01010,AVENUE SUPERMARTS (DMART),6000,3642.6533,2026-06-18,2026-06-18,T0,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00628,INE124N01016,ANGEL ONE,3600,2290.3035,2026-06-18,2026-06-19,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00629,INE00WK01013,ROUTE MOBILE,50,1344.7167,2026-06-18,2026-06-19,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00630,INE795G01014,POWER GRID CORPORATION,300,295.8777,2026-06-18,2026-06-19,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00631,INE002A01018,RELIANCE INDUSTRIES,9000,2992.2364,2026-06-18,2026-06-18,T0,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00632,INE047A01021,TITAN COMPANY,7000,3276.7501,2026-06-18,2026-06-19,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00633,INE002A01018,RELIANCE INDUSTRIES,50,2805.4520,2026-06-18,2026-06-19,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00634,INE726G01019,TRENT,550,5936.3078,2026-06-18,2026-06-18,T0,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00635,INE092T01019,ZOMATO,1000,243.0462,2026-06-18,2026-06-19,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00636,INE148I01020,POLICYBAZAAR (PB FINTECH),3,1830.5536,2026-06-19,2026-06-22,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00637,INE259A01022,GODREJ CONSUMER PRODUCTS,50,1294.1634,2026-06-19,2026-06-22,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00638,INE238A01034,AXIS BANK,500,1058.7277,2026-06-19,2026-06-22,T1,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00639,INE059B01024,RAIN INDUSTRIES,700,147.3980,2026-06-19,2026-06-22,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00640,INE483S01020,LATENT VIEW ANALYTICS,200,487.5161,2026-06-19,2026-06-22,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00641,INE059B01024,RAIN INDUSTRIES,200,130.4725,2026-06-19,2026-06-22,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00642,INE002A01018,RELIANCE INDUSTRIES,500,3049.6961,2026-06-19,2026-06-19,T0,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00643,INE752E01010,PIDILITE INDUSTRIES,7,2891.5060,2026-06-19,2026-06-22,T1,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00644,INE550C01020,TV TODAY NETWORK,1300,223.4638,2026-06-19,2026-06-22,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00645,INE021A01026,ASIAN PAINTS,8000,3039.1763,2026-06-19,2026-06-22,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00646,INE176A01028,BAJAJ FINANCE,7000,7449.4530,2026-06-19,2026-06-22,T1,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00647,INE795G01014,POWER GRID CORPORATION,475,324.2747,2026-06-19,2026-06-22,T1,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00648,INE176A01028,BAJAJ FINANCE,3600,7389.6840,2026-06-19,2026-06-22,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00649,INE259A01022,GODREJ CONSUMER PRODUCTS,550,1341.9680,2026-06-19,2026-06-19,T0,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00650,INE090A01021,ICICI BANK,5000,1186.7438,2026-06-19,2026-06-22,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00651,INE397D01024,BHARAT FORGE,275,1334.7274,2026-06-19,2026-06-22,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00652,INE361B01024,CANARA BANK,70,111.6651,2026-06-19,2026-06-19,T0,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00653,INE121A01024,CHOLAMANDALAM INVESTMENT,55,1443.3752,2026-06-19,2026-06-19,T0,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00654,INE483S01020,LATENT VIEW ANALYTICS,19,511.0193,2026-06-19,2026-06-22,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00655,INE00IN01015,PAYTM (ONE97),45,394.9321,2026-06-19,2026-06-22,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00656,INE002A01018,RELIANCE INDUSTRIES,900,2792.4670,2026-06-19,2026-06-19,T0,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00657,INE047A01021,TITAN COMPANY,1000,3152.0296,2026-06-19,2026-06-19,T0,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00658,INE040A01034,HDFC BANK,2600,1639.3763,2026-06-19,2026-06-22,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00659,INE059B01024,RAIN INDUSTRIES,550,156.7849,2026-06-19,2026-06-22,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00660,INE044A01036,DABUR INDIA,2000,576.4467,2026-06-19,2026-06-22,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00661,INE628A01036,ULTRATECH CEMENT,1300,9738.3590,2026-06-19,2026-06-19,T0,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00662,INE129A01019,GAIL (INDIA),2000,187.3004,2026-06-19,2026-06-22,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00663,INE101A01026,KOTAK MAHINDRA BANK,65,1913.5106,2026-06-19,2026-06-22,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00664,INE140A01024,BANK OF BARODA,160,247.2717,2026-06-19,2026-06-19,T0,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00665,INE104S01021,UJJIVAN SFB,3800,49.0226,2026-06-19,2026-06-22,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00666,INE062A01020,STATE BANK OF INDIA,3000,807.7232,2026-06-19,2026-06-22,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
