ConfirmationID,TradeRef,ISIN_Code,Scrip,Qty,Rate,TradeDay,SettleDay,Cycle,BrokerCode,BrokerName,Exchange_Code,Side,CCY,DP_ID,DP_Account
BC-TRD-00420,TRD-00420,INE059B01024,RAIN_INDUSTRIES,4,149.4105,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00421,TRD-00421,INE104S01021,UJJIVAN_SFB,3000,43.3236,11-Jun-2026,12-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00422,TRD-00422,INE274J01014,HAPPIEST_MINDS_TECHN,25,722.1563,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00423,TRD-00423,INE483S01020,LATENT_VIEW_ANALYTIC,140,519.6783,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00424,TRD-00424,INE917I01010,AVENUE_SUPERMARTS_(D,20,3848.8695,11-Jun-2026,12-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00425,TRD-00425,INE361B01024,CANARA_BANK,1400,101.7931,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00426,TRD-00426,INE545U01014,NAZARA_TECHNOLOGIES,5500,789.8659,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00427,TRD-00427,INE090A01021,ICICI_BANK,30,1282.5195,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00428,TRD-00428,INE917I01010,AVENUE_SUPERMARTS_(D,375,4094.3330,11-Jun-2026,11-Jun-2026,T0,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00429,TRD-00429,INE148I01020,POLICYBAZAAR_(PB_FIN,10,1750.3745,11-Jun-2026,11-Jun-2026,T0,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00430,TRD-00430,INE002A01018,RELIANCE_INDUSTRIES,1200,3018.3583,11-Jun-2026,12-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00431,TRD-00431,INE917I01010,AVENUE_SUPERMARTS_(D,40,3800.3888,11-Jun-2026,11-Jun-2026,T0,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00432,TRD-00432,INE259A01022,GODREJ_CONSUMER_PROD,1279,1222.6113,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00433,TRD-00433,INE00WK01013,ROUTE_MOBILE,200,1394.9377,11-Jun-2026,12-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00434,TRD-00434,INE467B01029,TATA_CONSULTANCY_SER,70,3598.3095,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00435,TRD-00435,INE883A01011,FINOLEX_CABLES,275,927.8650,11-Jun-2026,12-Jun-2026,T1,BRK-006,Axis Securities,BSE,B,INR,IN302679,67890123
BC-TRD-00436,TRD-00436,INE205A01025,SIEMENS,180,6513.6495,11-Jun-2026,12-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00437,TRD-00437,INE002A01018,RELIANCE_INDUSTRIES,3000,2772.4596,11-Jun-2026,12-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00438,TRD-00438,INE047A01021,TITAN_COMPANY,450,3357.3269,11-Jun-2026,12-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00439,TRD-00439,INE090A01021,ICICI_BANK,80,1226.0016,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,S,INR,IN300513,12345678
BC-TRD-00440,TRD-00440,INE585B01010,MARUTI_SUZUKI,100,13148.4397,12-Jun-2026,16-Jun-2026,T1,BRK-003,HDFC Securities,BSE,B,INR,IN300484,34567890
BC-TRD-00441,TRD-00441,INE03YQ01011,CLEAN_SCIENCE_&_TECH,5500,1340.8356,12-Jun-2026,16-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00442,TRD-00442,INE628A01036,ULTRATECH_CEMENT,1500,9648.2304,12-Jun-2026,16-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00443,TRD-00443,INE752E01010,PIDILITE_INDUSTRIES,400,2666.0223,12-Jun-2026,16-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00444,TRD-00444,INE030A01027,HINDUSTAN_UNILEVER,100,2629.0649,12-Jun-2026,12-Jun-2026,T0,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00445,TRD-00445,INE148I01020,POLICYBAZAAR_(PB_FIN,400,1827.1448,12-Jun-2026,16-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00446,TRD-00446,INE550C01020,TV_TODAY_NETWORK,7500,219.5074,12-Jun-2026,16-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00447,TRD-00447,INE545U01014,NAZARA_TECHNOLOGIES,18,909.0024,12-Jun-2026,16-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00448,TRD-00448,INE124N01016,ANGEL_ONE,50,2151.7770,12-Jun-2026,16-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00449,TRD-00449,INE129A01019,GAIL_(INDIA),650,208.7258,12-Jun-2026,16-Jun-2026,T1,BRK-003,HDFC Securities,BSE,B,INR,IN300484,34567890
BC-TRD-00450,TRD-00450,INE030A01027,HINDUSTAN_UNILEVER,1800,2539.7750,12-Jun-2026,16-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00451,TRD-00451,INE761H01022,AFFLE_(INDIA),500,1246.2671,12-Jun-2026,16-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00452,TRD-00452,INE00IN01015,PAYTM_(ONE97),1800,428.0370,12-Jun-2026,16-Jun-2026,T1,BRK-006,Axis Securities,BSE,B,INR,IN302679,67890123
BC-TRD-00453,TRD-00453,INE121A01024,CHOLAMANDALAM_INVEST,200,1454.5460,12-Jun-2026,16-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,S,INR,IN300513,12345678
BC-TRD-00454,TRD-00454,INE176A01028,BAJAJ_FINANCE,300,7488.4727,12-Jun-2026,16-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00455,TRD-00455,INE040A01034,HDFC_BANK,1500,1622.5456,12-Jun-2026,12-Jun-2026,T0,BRK-006,Axis Securities,BSE,B,INR,IN302679,67890123
BC-TRD-00456,TRD-00456,INE528G01035,SHRIRAM_FINANCE,13,2535.6441,12-Jun-2026,12-Jun-2026,T0,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00457,TRD-00457,INE040A01034,HDFC_BANK,4000,1800.5270,12-Jun-2026,16-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00458,TRD-00458,INE03VK01010,CARTRADE_TECH,250,608.3459,12-Jun-2026,16-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00459,TRD-00459,INE021A01026,ASIAN_PAINTS,900,2956.7827,12-Jun-2026,16-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00460,TRD-00460,INE009A01021,INFOSYS,800,1607.9816,12-Jun-2026,16-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00461,TRD-00461,INE154A01025,ITC,85,437.9685,12-Jun-2026,16-Jun-2026,T1,BRK-006,Axis Securities,BSE,B,INR,IN302679,67890123
BC-TRD-00462,TRD-00462,INE140A01024,BANK_OF_BARODA,1100,246.2359,12-Jun-2026,16-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00463,TRD-00463,INE761H01022,AFFLE_(INDIA),4,1183.7877,12-Jun-2026,16-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00464,TRD-00464,INE883A01011,FINOLEX_CABLES,1398,987.3899,12-Jun-2026,16-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00465,TRD-00465,INE124N01016,ANGEL_ONE,1000,2248.2170,12-Jun-2026,16-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00466,TRD-00466,INE124N01016,ANGEL_ONE,30,2585.8144,12-Jun-2026,16-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00467,TRD-00467,INE002A01018,RELIANCE_INDUSTRIES,800,2811.6739,12-Jun-2026,12-Jun-2026,T0,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00468,TRD-00468,INE154A01025,ITC,3,433.6624,12-Jun-2026,12-Jun-2026,T0,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00469,TRD-00469,INE160A01022,NESTLE_INDIA,700,2316.4098,12-Jun-2026,16-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00470,TRD-00470,INE129A01019,GAIL_(INDIA),20,177.2133,12-Jun-2026,16-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00471,TRD-00471,INE104S01021,UJJIVAN_SFB,1700,39.4859,12-Jun-2026,16-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00472,TRD-00472,INE090A01021,ICICI_BANK,2600,1289.7608,12-Jun-2026,16-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,S,INR,IN300513,12345678
BC-TRD-00473,TRD-00473,INE669E01016,BHARTI_AIRTEL,250,1600.6696,12-Jun-2026,12-Jun-2026,T0,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00474,TRD-00474,INE03YQ01011,CLEAN_SCIENCE_&_TECH,10,1251.2575,12-Jun-2026,16-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00475,TRD-00475,INE00IN01015,PAYTM_(ONE97),300,401.1737,12-Jun-2026,16-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00476,TRD-00476,INE669E01016,BHARTI_AIRTEL,100,1580.8309,12-Jun-2026,12-Jun-2026,T0,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00477,TRD-00477,INE040A01034,HDFC_BANK,150,1655.1513,12-Jun-2026,16-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00478,TRD-00478,INE03VK01010,CARTRADE_TECH,1200,566.6680,12-Jun-2026,16-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00479,TRD-00479,INE101A01026,KOTAK_MAHINDRA_BANK,1600,1840.1292,12-Jun-2026,16-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00480,TRD-00480,INE795G01014,POWER_GRID_CORPORATI,1400,298.4320,12-Jun-2026,16-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00481,TRD-00481,INE628A01036,ULTRATECH_CEMENT,110,10641.2516,12-Jun-2026,16-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00482,TRD-00482,INE361B01024,CANARA_BANK,200,96.8854,16-Jun-2026,17-Jun-2026,T1,BRK-003,HDFC Securities,BSE,B,INR,IN300484,34567890
BC-TRD-00483,TRD-00483,INE00IN01015,PAYTM_(ONE97),15,469.2105,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00484,TRD-00484,INE467B01029,TATA_CONSULTANCY_SER,18,3517.2773,16-Jun-2026,17-Jun-2026,T1,BRK-006,Axis Securities,BSE,B,INR,IN302679,67890123
BC-TRD-00485,TRD-00485,INE883A01011,FINOLEX_CABLES,1600,983.7156,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00486,TRD-00486,INE101A01026,KOTAK_MAHINDRA_BANK,2400,1850.4335,16-Jun-2026,16-Jun-2026,T0,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00487,TRD-00487,INE761H01022,AFFLE_(INDIA),150,1081.8445,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00488,TRD-00488,INE576I01022,GRINDWELL_NORTON,6000,1912.1259,16-Jun-2026,17-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00489,TRD-00489,INE154A01025,ITC,425,475.3863,16-Jun-2026,17-Jun-2026,T1,BRK-003,HDFC Securities,BSE,B,INR,IN300484,34567890
BC-TRD-00490,TRD-00490,INE274J01014,HAPPIEST_MINDS_TECHN,2,817.2826,16-Jun-2026,17-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00491,TRD-00491,INE121A01024,CHOLAMANDALAM_INVEST,130,1480.7351,16-Jun-2026,17-Jun-2026,T1,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00492,TRD-00492,INE883A01011,FINOLEX_CABLES,1600,927.4558,16-Jun-2026,17-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00493,TRD-00493,INE726G01019,TRENT,150,5332.4847,16-Jun-2026,17-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00494,TRD-00494,INE883A01011,FINOLEX_CABLES,60,873.6036,16-Jun-2026,17-Jun-2026,T1,BRK-006,Axis Securities,BSE,B,INR,IN302679,67890123
BC-TRD-00495,TRD-00495,INE062A01020,STATE_BANK_OF_INDIA,80,840.7706,16-Jun-2026,17-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00496,TRD-00496,INE03VK01010,CARTRADE_TECH,200,581.6771,16-Jun-2026,17-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00497,TRD-00497,INE03VK01010,CARTRADE_TECH,170,555.0948,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00498,TRD-00498,INE040A01034,HDFC_BANK,4000,1813.2336,16-Jun-2026,16-Jun-2026,T0,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00499,TRD-00499,INE917I01010,AVENUE_SUPERMARTS_(D,35,3824.6017,16-Jun-2026,17-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00500,TRD-00500,INE274J01014,HAPPIEST_MINDS_TECHN,350,764.1174,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00501,TRD-00501,INE361B01024,CANARA_BANK,110,116.2141,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00502,TRD-00502,INE154A01025,ITC,5,440.1174,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00503,TRD-00503,INE092T01019,ZOMATO,160,255.0804,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00504,TRD-00504,INE00IN01015,PAYTM_(ONE97),2500,470.1985,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00505,TRD-00505,INE002A01018,RELIANCE_INDUSTRIES,17,2878.6869,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00506,TRD-00506,INE726G01019,TRENT,4000,5928.0683,16-Jun-2026,17-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00507,TRD-00507,INE148O01018,EID_PARRY_(INDIA),350,650.7110,16-Jun-2026,17-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00508,TRD-00508,INE483S01020,LATENT_VIEW_ANALYTIC,13,498.5455,16-Jun-2026,17-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00509,TRD-00509,INE216A01030,BHARAT_ELECTRONICS,900,305.4137,16-Jun-2026,16-Jun-2026,T0,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00510,TRD-00510,INE238A01034,AXIS_BANK,3000,1105.5319,16-Jun-2026,17-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00511,TRD-00511,INE160A01022,NESTLE_INDIA,40,2424.3443,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00512,TRD-00512,INE669E01016,BHARTI_AIRTEL,1800,1654.3843,16-Jun-2026,16-Jun-2026,T0,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00513,TRD-00513,INE259A01022,GODREJ_CONSUMER_PROD,25,1294.3337,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00514,TRD-00514,INE090A01021,ICICI_BANK,100,1156.4184,16-Jun-2026,17-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00515,TRD-00515,INE761H01022,AFFLE_(INDIA),6,1178.0583,16-Jun-2026,17-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00516,TRD-00516,INE018A01030,LARSEN_&_TOUBRO,20,3425.9090,16-Jun-2026,16-Jun-2026,T0,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00517,TRD-00517,INE090A01021,ICICI_BANK,2600,1249.6336,16-Jun-2026,17-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00518,TRD-00518,INE528G01035,SHRIRAM_FINANCE,1200,2737.1507,16-Jun-2026,17-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00519,TRD-00519,INE148O01018,EID_PARRY_(INDIA),6500,724.7379,16-Jun-2026,17-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00520,TRD-00520,INE092T01019,ZOMATO,550,257.3508,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00521,TRD-00521,INE00IN01015,PAYTM_(ONE97),3800,428.3630,16-Jun-2026,17-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00522,TRD-00522,INE361B01024,CANARA_BANK,2000,100.9299,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00523,TRD-00523,INE628A01036,ULTRATECH_CEMENT,1700,10196.3475,16-Jun-2026,17-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00524,TRD-00524,INE101A01026,KOTAK_MAHINDRA_BANK,90,1936.2792,16-Jun-2026,16-Jun-2026,T0,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00525,TRD-00525,INE726G01019,TRENT,70,5599.1995,16-Jun-2026,17-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00526,TRD-00526,INE528G01035,SHRIRAM_FINANCE,175,2692.2292,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00527,TRD-00527,INE176A01028,BAJAJ_FINANCE,10000,6804.6366,16-Jun-2026,16-Jun-2026,T0,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00528,TRD-00528,INE274J01014,HAPPIEST_MINDS_TECHN,1600,805.7370,16-Jun-2026,17-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00529,TRD-00529,INE238A01034,AXIS_BANK,1600,1162.5254,16-Jun-2026,16-Jun-2026,T0,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00530,TRD-00530,INE483S01020,LATENT_VIEW_ANALYTIC,9000,423.9075,16-Jun-2026,17-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00531,TRD-00531,INE550C01020,TV_TODAY_NETWORK,2000,221.8947,16-Jun-2026,17-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00532,TRD-00532,INE104S01021,UJJIVAN_SFB,7,43.3120,16-Jun-2026,17-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00533,TRD-00533,INE216A01030,BHARAT_ELECTRONICS,225,308.2807,16-Jun-2026,16-Jun-2026,T0,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00534,TRD-00534,INE216A01030,BHARAT_ELECTRONICS,2400,301.9047,16-Jun-2026,17-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00535,TRD-00535,INE021A01026,ASIAN_PAINTS,45,3041.2263,17-Jun-2026,18-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00536,TRD-00536,INE259A01022,GODREJ_CONSUMER_PROD,500,1235.3215,17-Jun-2026,17-Jun-2026,T0,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00537,TRD-00537,INE059B01024,RAIN_INDUSTRIES,450,145.2962,17-Jun-2026,18-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00538,TRD-00538,INE140A01024,BANK_OF_BARODA,225,251.4443,17-Jun-2026,18-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00539,TRD-00539,INE528G01035,SHRIRAM_FINANCE,600,2406.9424,17-Jun-2026,17-Jun-2026,T0,BRK-001,Zerodha Securities,BSE,S,INR,IN300513,12345678
BC-TRD-00540,TRD-00540,INE550C01020,TV_TODAY_NETWORK,100,201.3065,17-Jun-2026,18-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00541,TRD-00541,INE361B01024,CANARA_BANK,750,109.5294,17-Jun-2026,18-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00542,TRD-00542,INE059B01024,RAIN_INDUSTRIES,600,123.5600,17-Jun-2026,18-Jun-2026,T1,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00543,TRD-00543,INE129A01019,GAIL_(INDIA),1800,206.0692,17-Jun-2026,18-Jun-2026,T1,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00544,TRD-00544,INE03VK01010,CARTRADE_TECH,1200,573.9052,17-Jun-2026,18-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00545,TRD-00545,INE917I01010,AVENUE_SUPERMARTS_(D,35,3683.4552,17-Jun-2026,17-Jun-2026,T0,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00546,TRD-00546,INE154A01025,ITC,3400,468.2498,17-Jun-2026,18-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,B,INR,IN309513,12315678
BC-TRD-00547,TRD-00547,INE883A01011,FINOLEX_CABLES,200,960.6390,17-Jun-2026,18-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00548,TRD-00548,INE030A01027,HINDUSTAN_UNILEVER,2,2549.0647,17-Jun-2026,18-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00549,TRD-00549,INE274J01014,HAPPIEST_MINDS_TECHN,900,726.0843,17-Jun-2026,18-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00550,TRD-00550,INE483S01020,LATENT_VIEW_ANALYTIC,1600,484.7602,17-Jun-2026,18-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00551,TRD-00551,INE795G01014,POWER_GRID_CORPORATI,50,290.0046,17-Jun-2026,18-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00552,TRD-00552,INE101A01026,KOTAK_MAHINDRA_BANK,8000,1809.9221,17-Jun-2026,18-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00553,TRD-00553,INE101A01026,KOTAK_MAHINDRA_BANK,700,1832.3472,17-Jun-2026,18-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00554,TRD-00554,INE140A01024,BANK_OF_BARODA,1600,241.8341,17-Jun-2026,17-Jun-2026,T0,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00555,TRD-00555,INE047A01021,TITAN_COMPANY,1400,3441.3928,17-Jun-2026,18-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00556,TRD-00556,INE101A01026,KOTAK_MAHINDRA_BANK,4500,1890.0945,17-Jun-2026,17-Jun-2026,T0,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00557,TRD-00557,INE129A01019,GAIL_(INDIA),40,184.8740,17-Jun-2026,17-Jun-2026,T0,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00558,TRD-00558,INE397D01024,BHARAT_FORGE,18,1193.4376,17-Jun-2026,17-Jun-2026,T0,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00559,TRD-00559,INE104S01021,UJJIVAN_SFB,300,49.8096,17-Jun-2026,18-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
