stmt_ref,original_trade_ref,isin,security_desc,qty,exec_price,trade_dt,settle_dt,cycle,custodian_code,custodian_name,exch,direction,ccy
CS-TRD-00461,TRD-00461,INE154A01025,ITC,85,437.9685,2026-06-12,2026-06-16,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00462,TRD-00462,INE140A01024,BANK OF BARODA,1100,246.2359,2026-06-12,2026-06-16,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00463,TRD-00463,INE761H01022,AFFLE (INDIA),4,1183.7877,2026-06-12,2026-06-16,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00464,TRD-00464,INE883A01011,FINOLEX CABLES,1368,987.3899,2026-06-12,2026-06-16,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00465,TRD-00465,INE124N01016,ANGEL ONE,1000,2248.2170,2026-06-12,2026-06-16,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00466,TRD-00466,INE124N01016,ANGEL ONE,30,2585.8144,2026-06-12,2026-06-16,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00467,TRD-00467,INE002A01018,RELIANCE INDUSTRIES,800,2811.6739,2026-06-12,2026-06-12,T0,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00468,TRD-00468,INE154A01025,ITC,3,433.6624,2026-06-12,2026-06-12,T0,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00469,TRD-00469,INE160A01022,NESTLE INDIA,700,2316.4098,2026-06-12,2026-06-16,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00470,TRD-00470,INE129A01019,GAIL (INDIA),20,177.2133,2026-06-12,2026-06-16,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00471,TRD-00471,INE104S01021,UJJIVAN SFB,1700,39.4859,2026-06-12,2026-06-16,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00472,TRD-00472,INE090A01021,ICICI BANK,2600,1289.7608,2026-06-12,2026-06-16,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00473,TRD-00473,INE669E01016,BHARTI AIRTEL,250,1600.6696,2026-06-12,2026-06-12,T0,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00474,TRD-00474,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,10,1251.2575,2026-06-12,2026-06-16,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00475,TRD-00475,INE00IN01015,PAYTM (ONE97),300,401.1737,2026-06-12,2026-06-16,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00476,TRD-00476,INE669E01016,BHARTI AIRTEL,100,1580.8309,2026-06-12,2026-06-12,T0,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00477,TRD-00477,INE040A01034,HDFC BANK,150,1655.1513,2026-06-12,2026-06-16,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00478,TRD-00478,INE03VK01010,CARTRADE TECH,1200,566.6680,2026-06-12,2026-06-16,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00479,TRD-00479,INE101A01026,KOTAK MAHINDRA BANK,1600,1840.1292,2026-06-12,2026-06-16,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00480,TRD-00480,INE795G01014,POWER GRID CORPORATION,1400,298.4320,2026-06-12,2026-06-16,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00481,TRD-00481,INE628A01036,ULTRATECH CEMENT,110,10641.2516,2026-06-12,2026-06-16,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00482,TRD-00482,INE361B01024,CANARA BANK,200,96.8854,2026-06-16,2026-06-17,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00483,TRD-00483,INE00IN01015,PAYTM (ONE97),15,469.2105,2026-06-16,2026-06-17,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00484,TRD-00484,INE467B01029,TATA CONSULTANCY SERVICES,18,3517.2773,2026-06-16,2026-06-17,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00485,TRD-00485,INE883A01011,FINOLEX CABLES,1600,983.7156,2026-06-16,2026-06-17,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00486,TRD-00486,INE101A01026,KOTAK MAHINDRA BANK,2400,1850.4335,2026-06-16,2026-06-16,T0,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00487,TRD-00487,INE761H01022,AFFLE (INDIA),150,1081.8445,2026-06-16,2026-06-17,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00488,TRD-00488,INE576I01022,GRINDWELL NORTON,6000,1912.1259,2026-06-16,2026-06-17,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00489,TRD-00489,INE154A01025,ITC,425,475.3863,2026-06-16,2026-06-17,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00490,TRD-00490,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,2,817.2826,2026-06-16,2026-06-17,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00491,TRD-00491,INE121A01024,CHOLAMANDALAM INVESTMENT,130,1480.7351,2026-06-16,2026-06-17,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00492,TRD-00492,INE883A01011,FINOLEX CABLES,1600,927.4558,2026-06-16,2026-06-17,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00493,TRD-00493,INE726G01019,TRENT,150,5332.4847,2026-06-16,2026-06-17,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00494,TRD-00494,INE883A01011,FINOLEX CABLES,60,873.6036,2026-06-16,2026-06-17,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00495,TRD-00495,INE062A01020,STATE BANK OF INDIA,80,840.7706,2026-06-16,2026-06-17,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00496,TRD-00496,INE03VK01010,CARTRADE TECH,200,581.6771,2026-06-16,2026-06-17,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00497,TRD-00497,INE03VK01010,CARTRADE TECH,170,555.0948,2026-06-16,2026-06-17,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00498,TRD-00498,INE040A01034,HDFC BANK,4000,1813.2336,2026-06-16,2026-06-16,T0,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00499,TRD-00499,INE917I01010,AVENUE SUPERMARTS (DMART),35,3824.6017,2026-06-16,2026-06-17,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00500,TRD-00500,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,350,764.1174,2026-06-16,2026-06-17,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00501,TRD-00501,INE361B01024,CANARA BANK,110,116.2141,2026-06-16,2026-06-17,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00502,TRD-00502,INE154A01025,ITC,5,440.1174,2026-06-16,2026-06-17,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00503,TRD-00503,INE092T01019,ZOMATO,160,255.0804,2026-06-16,2026-06-17,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00504,TRD-00504,INE00IN01015,PAYTM (ONE97),2500,470.1985,2026-06-16,2026-06-17,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00505,TRD-00505,INE002A01018,RELIANCE INDUSTRIES,17,2878.6869,2026-06-16,2026-06-17,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00506,TRD-00506,INE726G01019,TRENT,4000,5928.0683,2026-06-16,2026-06-17,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00507,TRD-00507,INE148O01018,EID PARRY (INDIA),350,650.7110,2026-06-16,2026-06-17,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00508,TRD-00508,INE483S01020,LATENT VIEW ANALYTICS,13,498.5455,2026-06-16,2026-06-17,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00509,TRD-00509,INE216A01030,BHARAT ELECTRONICS,900,305.4137,2026-06-16,2026-06-16,T0,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00510,TRD-00510,INE238A01034,AXIS BANK,3000,1105.5319,2026-06-16,2026-06-17,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00511,TRD-00511,INE160A01022,NESTLE INDIA,40,2424.3443,2026-06-16,2026-06-17,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00512,TRD-00512,INE669E01016,BHARTI AIRTEL,1800,1654.3843,2026-06-16,2026-06-16,T0,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00513,TRD-00513,INE259A01022,GODREJ CONSUMER PRODUCTS,25,1294.3337,2026-06-16,2026-06-17,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00514,TRD-00514,INE090A01021,ICICI BANK,100,1156.4184,2026-06-16,2026-06-17,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00515,TRD-00515,INE761H01022,AFFLE (INDIA),6,1178.0583,2026-06-16,2026-06-17,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00516,TRD-00516,INE018A01030,LARSEN & TOUBRO,20,3425.9090,2026-06-16,2026-06-16,T0,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00517,TRD-00517,INE090A01021,ICICI BANK,2600,1249.6336,2026-06-16,2026-06-17,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00518,TRD-00518,INE528G01035,SHRIRAM FINANCE,1200,2737.1507,2026-06-16,2026-06-17,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00519,TRD-00519,INE148O01018,EID PARRY (INDIA),6500,724.7379,2026-06-16,2026-06-17,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00520,TRD-00520,INE092T01019,ZOMATO,550,257.3508,2026-06-16,2026-06-17,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00521,TRD-00521,INE00IN01015,PAYTM (ONE97),3800,428.3630,2026-06-16,2026-06-17,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00522,TRD-00522,INE361B01024,CANARA BANK,2000,100.9299,2026-06-16,2026-06-17,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00523,TRD-00523,INE628A01036,ULTRATECH CEMENT,1700,10196.3475,2026-06-16,2026-06-17,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00524,TRD-00524,INE101A01026,KOTAK MAHINDRA BANK,90,1936.2792,2026-06-16,2026-06-16,T0,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00525,TRD-00525,INE726G01019,TRENT,70,5599.1995,2026-06-16,2026-06-17,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00526,TRD-00526,INE528G01035,SHRIRAM FINANCE,175,2692.2292,2026-06-16,2026-06-17,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00527,TRD-00527,INE176A01028,BAJAJ FINANCE,10000,6804.6366,2026-06-16,2026-06-16,T0,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00528,TRD-00528,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,1600,805.7370,2026-06-16,2026-06-17,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00529,TRD-00529,INE238A01034,AXIS BANK,1600,1162.5254,2026-06-16,2026-06-16,T0,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00530,TRD-00530,INE483S01020,LATENT VIEW ANALYTICS,9000,423.9075,2026-06-16,2026-06-17,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00531,TRD-00531,INE550C01020,TV TODAY NETWORK,2000,221.8947,2026-06-16,2026-06-17,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00532,TRD-00532,INE104S01021,UJJIVAN SFB,7,43.3120,2026-06-16,2026-06-17,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00533,TRD-00533,INE216A01030,BHARAT ELECTRONICS,225,308.2807,2026-06-16,2026-06-16,T0,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00534,TRD-00534,INE216A01030,BHARAT ELECTRONICS,2400,301.9047,2026-06-16,2026-06-17,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00535,TRD-00535,INE021A01026,ASIAN PAINTS,45,3041.2263,2026-06-17,2026-06-18,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00536,TRD-00536,INE259A01022,GODREJ CONSUMER PRODUCTS,500,1235.3215,2026-06-17,2026-06-17,T0,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00537,TRD-00537,INE059B01024,RAIN INDUSTRIES,450,145.2962,2026-06-17,2026-06-18,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00538,TRD-00538,INE140A01024,BANK OF BARODA,225,251.4443,2026-06-17,2026-06-18,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00539,TRD-00539,INE528G01035,SHRIRAM FINANCE,600,2406.9424,2026-06-17,2026-06-17,T0,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00540,TRD-00540,INE550C01020,TV TODAY NETWORK,100,201.3065,2026-06-17,2026-06-18,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00541,TRD-00541,INE361B01024,CANARA BANK,750,109.5294,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00542,TRD-00542,INE059B01024,RAIN INDUSTRIES,600,123.5600,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00543,TRD-00543,INE129A01019,GAIL (INDIA),1800,206.0692,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00544,TRD-00544,INE03VK01010,CARTRADE TECH,1200,573.9052,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00545,TRD-00545,INE917I01010,AVENUE SUPERMARTS (DMART),35,3683.4552,2026-06-17,2026-06-17,T0,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00546,TRD-00546,INE154A01025,ITC,3400,468.2498,2026-06-17,2026-06-18,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00547,TRD-00547,INE883A01011,FINOLEX CABLES,200,960.6390,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00548,TRD-00548,INE030A01027,HINDUSTAN UNILEVER,2,2549.0647,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00549,TRD-00549,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,900,725.4873,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00550,TRD-00550,INE483S01020,LATENT VIEW ANALYTICS,1600,484.7602,2026-06-17,2026-06-18,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00551,TRD-00551,INE795G01014,POWER GRID CORPORATION,50,290.0046,2026-06-17,2026-06-18,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00552,TRD-00552,INE101A01026,KOTAK MAHINDRA BANK,8000,1809.9221,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00553,TRD-00553,INE101A01026,KOTAK MAHINDRA BANK,700,1832.3472,2026-06-17,2026-06-18,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00554,TRD-00554,INE140A01024,BANK OF BARODA,1600,241.8341,2026-06-17,2026-06-17,T0,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00555,TRD-00555,INE047A01021,TITAN COMPANY,1400,3441.3928,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00556,TRD-00556,INE101A01026,KOTAK MAHINDRA BANK,4500,1890.0945,2026-06-17,2026-06-17,T0,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00557,TRD-00557,INE129A01019,GAIL (INDIA),40,184.8740,2026-06-17,2026-06-17,T0,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00558,TRD-00558,INE397D01024,BHARAT FORGE,18,1193.4376,2026-06-17,2026-06-17,T0,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00559,TRD-00559,INE104S01021,UJJIVAN SFB,300,49.8096,2026-06-17,2026-06-18,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00560,TRD-00560,INE238A01034,AXIS BANK,70,1184.3548,2026-06-17,2026-06-17,T0,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00561,TRD-00561,INE002A01018,RELIANCE INDUSTRIES,3000,2824.1487,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00562,TRD-00562,INE148I01020,POLICYBAZAAR (PB FINTECH),400,1716.7369,2026-06-17,2026-06-18,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00563,TRD-00563,INE669E01016,BHARTI AIRTEL,800,1658.5484,2026-06-17,2026-06-18,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00564,TRD-00564,INE040A01034,HDFC BANK,2200,1603.3149,2026-06-17,2026-06-18,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00565,TRD-00565,INE062A01020,STATE BANK OF INDIA,19,872.1294,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00566,TRD-00566,INE669E01016,BHARTI AIRTEL,2,1610.4380,2026-06-17,2026-06-17,T0,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00567,TRD-00567,INE00IN01015,PAYTM (ONE97),4000,411.6740,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00568,TRD-00568,INE883A01011,FINOLEX CABLES,25,953.3875,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00569,TRD-00569,INE030A01027,HINDUSTAN UNILEVER,9000,2438.4144,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00570,TRD-00570,INE00WK01013,ROUTE MOBILE,1100,1483.1006,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00571,TRD-00571,INE148O01018,EID PARRY (INDIA),85,670.1533,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00572,TRD-00572,INE160A01022,NESTLE INDIA,10,2385.9204,2026-06-17,2026-06-18,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00573,TRD-00573,INE047A01021,TITAN COMPANY,425,3373.2897,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00574,TRD-00574,INE761H01022,AFFLE (INDIA),1400,1178.1808,2026-06-17,2026-06-18,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00575,TRD-00575,INE483S01020,LATENT VIEW ANALYTICS,5,441.4367,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00576,TRD-00576,INE585B01010,MARUTI SUZUKI,3200,12536.1499,2026-06-17,2026-06-17,T0,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00577,TRD-00577,INE040A01034,HDFC BANK,7,1744.2649,2026-06-17,2026-06-17,T0,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00578,TRD-00578,INE059B01024,RAIN INDUSTRIES,2400,155.7412,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00579,TRD-00579,INE761H01022,AFFLE (INDIA),3,1216.8913,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00580,TRD-00580,INE483S01020,LATENT VIEW ANALYTICS,40,483.7993,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00581,TRD-00581,INE483S01020,LATENT VIEW ANALYTICS,180,509.9033,2026-06-17,2026-06-18,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00582,TRD-00582,INE585B01010,MARUTI SUZUKI,30,12909.4462,2026-06-17,2026-06-18,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00583,TRD-00583,INE124N01016,ANGEL ONE,180,2599.2168,2026-06-17,2026-06-18,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00584,TRD-00584,INE129A01019,GAIL (INDIA),2200,196.2945,2026-06-17,2026-06-18,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00585,TRD-00585,INE019A01038,WIPRO,1500,471.3250,2026-06-17,2026-06-18,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00586,TRD-00586,INE917I01010,AVENUE SUPERMARTS (DMART),17,3667.5429,2026-06-17,2026-06-17,T0,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00587,TRD-00587,INE795G01014,POWER GRID CORPORATION,9,335.9556,2026-06-17,2026-06-17,T0,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00588,TRD-00588,INE00WK01013,ROUTE MOBILE,10,1415.0925,2026-06-17,2026-06-18,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00589,TRD-00589,INE160A01022,NESTLE INDIA,225,2443.3223,2026-06-17,2026-06-18,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00590,TRD-00590,INE140A01024,BANK OF BARODA,3000,251.9724,2026-06-17,2026-06-18,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00591,TRD-00591,INE148O01018,EID PARRY (INDIA),18,699.6010,2026-06-18,2026-06-19,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00592,TRD-00592,INE361B01024,CANARA BANK,400,102.0100,2026-06-18,2026-06-19,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00593,TRD-00593,INE00IN01015,PAYTM (ONE97),125,385.0520,2026-06-18,2026-06-19,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00594,TRD-00594,INE044A01036,DABUR INDIA,1000,550.5751,2026-06-18,2026-06-18,T0,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00595,TRD-00595,INE00WK01013,ROUTE MOBILE,1800,1321.2697,2026-06-18,2026-06-19,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00596,TRD-00596,INE361B01024,CANARA BANK,400,104.0923,2026-06-18,2026-06-19,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00597,TRD-00597,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,75,1316.5643,2026-06-18,2026-06-19,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00598,TRD-00598,INE550C01020,TV TODAY NETWORK,70,205.4124,2026-06-18,2026-06-19,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00599,TRD-00599,INE129A01019,GAIL (INDIA),300,209.5678,2026-06-18,2026-06-19,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00600,TRD-00600,INE761H01022,AFFLE (INDIA),1000,1234.8426,2026-06-18,2026-06-19,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00601,TRD-00601,INE550C01020,TV TODAY NETWORK,30,186.7423,2026-06-18,2026-06-19,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00602,TRD-00602,INE761H01022,AFFLE (INDIA),50,1118.6543,2026-06-18,2026-06-19,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00603,TRD-00603,INE397D01024,BHARAT FORGE,155,1259.2848,2026-06-18,2026-06-18,T0,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00604,TRD-00604,INE259A01022,GODREJ CONSUMER PRODUCTS,300,1212.0220,2026-06-18,2026-06-19,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00605,TRD-00605,INE883A01011,FINOLEX CABLES,1800,949.4472,2026-06-18,2026-06-19,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00606,TRD-00606,INE585B01010,MARUTI SUZUKI,325,12511.9565,2026-06-18,2026-06-19,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00607,TRD-00607,INE545U01014,NAZARA TECHNOLOGIES,70,835.1106,2026-06-18,2026-06-19,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00608,TRD-00608,INE121A01024,CHOLAMANDALAM INVESTMENT,1600,1428.6800,2026-06-18,2026-06-18,T0,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00609,TRD-00609,INE726G01019,TRENT,425,5420.7026,2026-06-18,2026-06-19,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00610,TRD-00610,INE160A01022,NESTLE INDIA,400,2245.5125,2026-06-18,2026-06-19,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00611,TRD-00611,INE030A01027,HINDUSTAN UNILEVER,1600,2521.8696,2026-06-18,2026-06-19,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00612,TRD-00612,INE148O01018,EID PARRY (INDIA),9000,667.1304,2026-06-18,2026-06-19,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00613,TRD-00613,INE00IN01015,PAYTM (ONE97),850,470.9563,2026-06-18,2026-06-19,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00614,TRD-00614,INE176A01028,BAJAJ FINANCE,110,7387.6658,2026-06-18,2026-06-19,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00615,TRD-00615,INE467B01029,TATA CONSULTANCY SERVICES,2000,3599.3520,2026-06-18,2026-06-19,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
